text,century,city,year
:+ а сь на водмолчь пло :ѕ҃: куонь на їночььмо,XII_2,novgorod,1190
…‐ ю [гр]аницю ѥлов… и вь ѥловую изь ѥловои на путь и на ѡстровескои ѡстровескимъ путемъ до ѡстровескои межи {ѡ[с]} по ѡстровескои межи с махновескои межи на великеи путь старои межеи в лубьницю в руцеи верх{о}ъ на болоце з болоцьца на верховьѥ дубницкого руцьѧ дубницкимъ руцьѥмь в низъ до см‐ (енова ру)[цьѧ] сменовимъ руцьѥмъ {в} сменова руцьѧ на логъ … …----- [л]уговою ѥлан[ь](ю) …,XV_1,novgorod,1440
и позвале насъ · господине на комелъ и пошли єсме на комѣине с максомъ росле ре[ц]и Оборот и макее {при}‐ прикинѣ да,XIII_2,novgorod,1290
ст҃ꙑи сисинѣи и сихаилъ сѣдѧщ- (н)[а] горахъ синаистии смотрѧще на море · и [бѣ] шюмъ с небесѣ велико · и страшно · и види анг҃ла летѧща с нб҃сѣ ст҃го сисиниѧ · и сиха(ила) [н]аруци имуще ледѧнꙑ · а в руку · д[ѣ](ржа)ща ꙩружьꙗ пламена [·] но аби(ѥ) [въ]змутисѧ море · изиидоша ·з· женъ · простовласꙑхъ · ꙩкании · видѣниѥмъ · изꙑманꙑ бꙑша силою · невимаго цр҃ѧ · и рѣша ст҃ꙑ[и сис](инии) [и] сихаилъ ѿ(ку)[д]у г(рѧ‐) (дете) …,XV_1,novgorod,1405
приказъ къ смену ꙩ жени ꙩ женѣ цо бꙑ ѥси оугомон{о}ъ доспѣлъ по просту а мене здуци а ѧзъ тобѣ целомъ бѣю,XV_1,novgorod,1405
костанина ꙩстафнина самсона иван{ав}ова кузму з дитми силв{н}анова,XV_1,novgorod,1405
приказъ [ѿ] (посадн)‐ ика ѿ ивана к [и]‐ гумну и ко всему стаду по цто намъ ѥ{д}здити ѿ васъ на посельѥ аже нмъ земли не досмотрить сиротъ не росмотритъ н,XV_1,novgorod,1405
:+: ѿ дъмашеке къ братиле иди ѡко стоѧ во гъродъ вꙑправиле ти есмѣ сꙑно съ гавошею,XII_2,novgorod,1150
ꙋ ѳьдора ¦к¦ ꙋ василѧ ¦ӏ¦ ꙋ ѳьдора ¦и¦ ꙋ гавориле ¦д¦ ꙋ сидора ¦д¦ ꙋ смьрьдо ¦д¦ ꙋ соутимира ¦ӏ¦ ꙋ гюрьгева старости ¦ӏ¦ а ꙋ бориса ¦е¦ ꙋ {ꙋ} грицина ¦д¦ ꙋ ѧкима ¦к¦д¦ ꙋ григе со радѧтою ¦л¦,XII_2,novgorod,1190
отъ ивана къ мирошекѣ же то[пь](рьво) … …‐ вицѧ[хо] -т[ое] монѣ [л]оукѣ т…,XII_2,novgorod,1170
ѿ юреѧ к носу послале ѥсемъ [с] михалъкою сто коробѣи м‐ …,XIV_2,novgorod,1390
у савѣ у пацина полъ коробьи ржи в землѣ у братана полъ коробьи ржи,XIV_2,novgorod,1390
…‐ ку со женои даи коро[бь]ю рж[и] а … …,XIV_2,novgorod,1390
отъ сьдеслав… … …[в]и[л]и …,XII_2,novgorod,1150
[цьша]ко[ръ]…,XII_2,novgorod,1150
…[ꙗ къ] жени своѥи ульꙗни поидь симь какъ стоꙗ,XIV_2,novgorod,1390
… (р)ожь куопити то куопи тамо а сьмо сѧ нь надьи … (по дь)[в]ѧти рьза а жито по двь ногать [а в]охо ти …,XII_2,novgorod,1190
… [п]ро{о} живото а то бг҃ови и тобь на руци и про села а про села сама веси а на то бо҃го,XII_2,novgorod,1150
…‐ съ иноу роботоу дома а то тобѣ [г]о[стѧта] …,XII_2,novgorod,1190
…а-- не моги …,XII_2,novgorod,1190
… бранѣ възь[ми] … (п)олъ гривьнѣ гюрѣти‐ … … (н)е въда · да пристави отрокъ,XII_2,novgorod,1150
приказъ ѿ пареѳеѧ (къ) ѥрем-- цто про роже мину[л]--- не хо(ди) (--) да про вꙑжлѧ посл[ю] (ѡк)сент[и]ѥмо к остаѳеи · [ѥ]же буде[ш]е не ѿда‐ (л)…,XIV_2,novgorod,1370
поклонъ ѿ потра ко смону и ко ꙗковоу и ко ѥремъи · и степаноу что бꙑ мѧ ѥсте жаловалѣ про своѥ коунѣ и нꙑ‐ [н]ѣ [мѧ] жалоуите възмите два роу‐ (блѧ) … …и [поуз]‐ …,XIV_2,novgorod,1370
…[ц]оу въдалъ бꙑ кънѧзоу …[ити а] поп[ъ] ти [сѧ м]о[л]и[л]ъ Оборот … а сеньникъ продаи а чьто ти на немь …[с]ано а оно ѧзъ в[ꙑ]правлоу емоу и не ве(--) … (ѧ)[зъ] т[и] сѧ пок[ла]н[ѧю по] сторовоу ва есмꙑ (…),XII_1,novgorod,1110
…[ок]азаль плоуто‐ [ре],XII_1,novgorod,1130
ѿ радъка къ отьцьви покланѧние товарьць есьмо посълаль смольньскоу а поутилоу ти оубили а хотѧть нꙑ ѧти въ ѳомоу съ вѧцьшькою а мълъвѧ заплатите четꙑри съта гривьнъ или а зовите ѳомоу сѣмо пакꙑ ли да въсадимо вꙑ въ погрьбо и покланѧние ѿ вѧцьшькѣ къ лазорьви послаль есмь конь юковоуцько а самь есмь доспѣль,XII_2,novgorod,1170
ѿ игната … …тот… …мите наемꙑ …,XII_2,novgorod,1170
грамота · ѿ жирочька и ѿ тѣшька къ вьдъвиноу · млви шильцеви · цемоу пошибаеши свиньѣ цюжѣ · а пь и села нъдрька · а еси посоромилъ коньць въхъ людинь · со оного полоу грамата · про къни же та бꙑс оже еси тако сътворилъ ·,XII_1,novgorod,1130
Основная часть Ѿ милоушѣ къ марьнѣ коси вѣликее пъехати бъ еи за сновида Маренко пеи пизда и сѣкꙑле Дополнительная часть Рѣкла ти такъ милоушѧ въдаи :в҃: гривене вецѣрашенеи,XII_2,novgorod,1150
ото [ми]ха[лѧ ко] … (вѣве)‐ рицѧми въземо ѳ҃ г[ри]в[ь]н…,XII_2,novgorod,1150
воибоудино лоукъньчо иже е уклъдеть да проклѧтъ боудеоуть а шьвъко ѱлъ,XII_1,novgorod,1110
… [е҃ г]ри(в) (на) …‐ хъ на вълищевѣ грив ·г҃· грив и пол ·и҃· коун ·на дѫецинѣ грив и пол ·в҃· грив,XI_2,novgorod,1087
ѿ станигости къ олоучи то ти (еси пор)оуб[л](ъ) оу мене кобꙑлоу а ѧзъ не в[и](новат)[ъ] въ (то)‐ мъ а тобѣ съказъвалъ (про ста)до ж[и]‐ рънѣжъко а продаи на ·[г҃](· гривън)ꙑ,XI_2,novgorod,1087
… [ѧ]коуна изб[ътъ]к[ъ] приими …,XII_2,novgorod,1170
Жид[ѧ]…,XII_2,novgorod,1170
{п}чоломъ бьѥть ꙩлексеі + ѻ заболотьѧ · софонтею · тимоф[ѣ]ю · чо есте приказали мнѣ · свою землю · нонѣ · ӧсподо подовалъ ѥси пожни вашимъ здоровьѥмь · попъ молвить положи · грамоту по чому еси давалъ олесеі приказали ми старѣшии · и ѧзъ давалъ · а нонѣ попъ повѣстуть такъ д[а]валъ ѥси пожн[и в наим]ꙑ ї хто іметь тꙑи пожни косить · и ѧзъ тꙑхъ поимаю да траву на воротъ взвѧжю да ихъ веду в городъ нонѣ ӧсподо какъ ѻ мнѣ сѧ печалутесѧ : а ѧзъ вамъ свои ѻсподе чоломъ бью · толко ӧспо имете мене жаловать · ѻѿтошлите ѻ̈сподо {п} ко мнѣ грамотьку · до петрова дн҃и · занежь · ӧсподо сено косѧть ӧ петрове дни,XV_1,novgorod,1440
ꙩсподину · архи·ѥпискупу новъгоцкому · влд҃кѣ семену ст҃‐ ѣ҃ · бц҃и · оуѥздъ · сиротѣ твои ꙩшевьски погостъ ржевици · тебѣ ломъ · бьютъ вси · ѿ мала и до велика · ꙩсподарю · послали · ѥсме ꙩсподине · дьѧка · ꙩлекъсадра за[нежѣ и ѿѣць] и дѣдъ · ѥго · пѣлъ · оу ст҃ѣ · бц҃и · в ошевѣ · и цто бꙑ ѥси ꙩсподине · к ст҃ѣ бц҃и · того · дьѧка поставилъ попомъ · а с нимъ · ѥсме послали труфана ѿ погоста · занежѣ цѣркв҃ъ · стоить бес пѣтьѧ · а другоѥ · ꙩсподине ст҃ꙑ влд҃ко престолъ · в[о цѣр](кв҃ѣ) [ѿ]-----(-) какъ ꙩсподине · ꙩ томъ оукаже‐ (шь) ---------------------- (ꙩсвѣ)[т҃иж] п[рестолъ гсдине],XV_1,novgorod,1415
ꙩгн҃у · ѥлизару · много челомъ бию послалъ · ѥмь · ꙩгн҃е · к тобѣ · с лариѡнь‐ (цем)[ъ :р҃]· клещевъ · пошли · ѡсподине …,XIV_2,novgorod,1370
…(ѥ)си полъжилъ на ѣзи,XIV_2,novgorod,1350
…[н]адо никомоу ж[ь ѿ]… (положи)‐ [ло] есме :д҃: на милосвави :г҃: гривини ѿ мариѧка в остро[в]… ложило есмъ ӓдиноу гривоноу · ѿ наш(е)ка · нии пол(ожи)‐… ло есмъ ·҃: гривоно,XIII_2,novgorod,1250
·:·ѿ тиоуна ѡ те…,XIII_2,novgorod,1250
…доу · говори в[д]ц҃ѣ · ка[к]…,XIV_2,novgorod,1350
…аболо[ш]…,XIV_2,novgorod,1350
подо твою милос,XIII_2,novgorod,1250
поклоно… …ьс… …ад… племьне[м]… …ща …ли… …ьв… …иѥх[о]…,XIV_1,novgorod,1330
тако и не бꙑвало на н… …‐ хъ боровъ · оу плаци … сѧ а нꙑнѣ ѥше не вѣ[д]…,XIV_1,novgorod,1330
геонегоне,XIII_2,novgorod,1250
…[а] ·:· уо вьрина сьсричича на молодогь уо воигости ·з҃·· куона рьзно ·:· уо [б]а[бь] -҃ [кно]----он… [у]о наст[ь] ·з҃· кно · нь…,XII_2,novgorod,1190
…е георег(и) …,XII_2,novgorod,1190
------- [о]смь на дьсѧть гривно бьз осми куоно ·:· алькшин[о]… + а уо…,XII_2,novgorod,1190
...................................: глс҃о :в҃: [ег]д[а]........................ -[лс҃о :г҃:] да вьсьлѧтьсѧ н҃б : г[лс҃о] :[д҃:]....................... : глс҃о :е҃: со бьзначѧль о : глс҃о :ѕ҃:· англскꙑѧ силꙑ :· : глс҃о :з҃: раздрруоши : глс҃о : глс҃о :и҃: со вꙑшнхо с{но}ни,XII_2,novgorod,1190
(уо д)орожиньжичь пло трьтиѧ дьсѧ л[к]то а п ·з҃· в рьзнь·----[о]го·-҃… Оборот уо ждана розм…,XII_2,novgorod,1190
`+ ѿ ѧкма ко млославь посоли на ож…,XII_2,novgorod,1190
… да[л]е ти ·е· [е]м[о](у)…,XII_2,novgorod,1190
`+ а сь на клобуокь кна,XII_2,novgorod,1190
а [х]льбь мои¦ а мьдуо…‐ дино пло :ѕ҃:· а вохмо пло :е҃: пта пуодуо и брковьскь моего :ӏ҃: … [пл](о) (-) (бьрков)[ь]ска,XII_2,novgorod,1190
…н[ь пакꙑ ли] не [исп]равиш[и] … После разрыва --- [въз]ѧ[ле оу] …,XII_2,novgorod,1190
…[а] к[о ла]рю крени,XII_2,novgorod,1190
…[ь двь к]нь на сьнь двь знь а на волгь двь знь,XII_2,novgorod,1190
… (на з)[ав]иде а (т)ꙑ въземи три гривене на петрово [го]‐ (вѣнье) …,XII_2,novgorod,1190
…а[л]о-[отаи]-… -[еред]… … (п)[ол]о коуне [:] засолале еси … … ж[е]--… …-о а про[дал]… … (б)ересто водаи ѧкимоу сам[е] (…),XII_2,novgorod,1190
+ ѿ ѧкима ко ньжиль и ко милославь то ти есмо гаври‐ (ль) ------------- п[ло] трьтие гривнь а милославь,XII_2,novgorod,1190
…цитъ тиша ост… …оудизьн[о]мъ- … … :м: гривьнъ :а: -[а]…,XII_2,novgorod,1170
…р-ь--ь:в:…,XII_2,novgorod,1170
[+] а [ѧ у]о попа на [гр]од[и]… + а на :е҃: лкто на чрми грвна : а на хартиѧхо [г]…,XII_2,novgorod,1190
…[т]ою а ратеше :н҃ и …,XII_2,novgorod,1170
… [рьз]ан[ь] : а :[г҃]: рьзно нь имуо :· на …,XII_2,novgorod,1190
`+ а сь на мсль :ѕ҃: кно,XII_2,novgorod,1190
а на вчинкь кна,XII_2,novgorod,1190
(ѿ н)[ѣ]го[жир]а къ тѣшеноу : моѧ же‐ [ребе]цѧ не виновата никомоу ж‐ [е] а продале есем[ъ] лоукѣ Оборот [да] (-) (въз)ем[и] : ѫ [тѣ]шена гриве‐ [н]оу [ж](и)[зн]омироу : тѣшеноу ѫ ра‐ ------- {[тѣ]шеноу} :[в]: коун[ѣ],XII_2,novgorod,1150
… -(к)[у]она[хо] -- (:)д:: бьрковьскь а по одинои на дьсѧть кн[ь],XII_2,novgorod,1190
ѿ къѧса ї ѿ жироцька къ твьрдѧте ї къ їваноу стова ти есве,XII_2,novgorod,1150
…а семоке алѧ по[с]леде не жѧлоуӏта оже ва продаженике поӏде,XII_2,novgorod,1150
… на чьлѧди [вь]вьричь не [п]лат[и]л[е] :е: на дьсѧте гривьно ѧ нꙑньково ѧли по коунь на ньдьлоу а нꙑнꙑ …,XII_2,novgorod,1150
… (оспо)жино дене лоубо …омоти-[е]…,XII_2,novgorod,1150
"+ ѿ лоукꙑ къ ѿтьцеви : то ти : не въдало наїмить ӏже то мѧ везе:ль : на кожахъ вевѣрице : а продалъ ти есемо емоу на ѕ҃сти ногатъ сковородъ : то ти пълънѣ в҃е : а ӏдеть ти во лодие съ товаромо воземи же ѫ него в҃е гривене : али ти сѧ ӏзмотаеть : а моловиво емоу поусти же ї во три Оборот а) с поворотом на 180° + ѿ лоу (т. е. автор сперва собирался начать письмо с этой стороны, но передумал) б) в левой части а то гоїмере а ӏже то чьрени[г]ове {с}со женою не поменю їмѧ в) в правой части а се ти ї҃ ре ьзано со берестомо",XII_2,novgorod,1150
× ѿ лоукѣ: покланѧн[и](е ко оть)‐ цьви : то ти вино съ лоук[о вь]з[л]а : в҃: а стьклѧниць ти л҃те :: а сама ти сѣдивь на лоуках[о] … Оборот ----- (к)осогорѫ п[р]осѧ по пѧ‐ [ти на] десѧте кѫнъ а изѫмѣла сѧ есвѣ : ѿ бьрьковьск[а] : [а] во[лоца](н)[о] -҃ …,XII_2,novgorod,1150
× ѿ лоукь грамота ко ѿтечьви то ти товозо во осмь на десѧть коуно ӏ в҃ гривенѣ ӏ со провозомо Оборот а семоу водаӏ осмь ногато,XII_2,novgorod,1150
ѿ сновида грамота къ соулѧтѣ ѿшелѣ ти есме -… седьла стрѣлъ скорене оуздѣ оти пътаеть коул…,XII_2,novgorod,1150
отъ с[л]…,XII_2,novgorod,1150
(ѿ) [лѫкꙑ и] отъ иванна къ сновидѫ сторова{а} ти есвѣ ѫже ти сѧ есвѣ под[ъ](п)р[од]ала а товара ти есвѣ грьчьскаго не кѫпила а товарьча напꙑтаи заморьскаго,XII_2,novgorod,1150
…а даи … тобѣ …[и]де[ш]и,XII_2,novgorod,1150
… (на) [иг]олахо поло пѧте резанѣ на ножѧхо пол… … [дьвѧ]тѣ коунѣ : на ожерьлиѧхо поло шесть [к]…,XII_2,novgorod,1150
(ѿ … покланѧ)[н]ие [:] к отьцеви сторово ти есм[ь :] а товар… …ъ : а сам[ъ] ти ногатѣ коплѫ : [в]ꙑмьток… Для остатков следующей строки можно предложить ненадежную реконструкцию: …[:] (а) [къи] н[и е] … Оборот … ко сновидо[ви] а самь ти грьц[ь]ника жидоу,XII_2,novgorod,1150
борисова ои҃ коуно а ѳ[ь]--(…),XII_2,novgorod,1150
…[и]мь ти отъ зоу [ос]м[ию на] д[е]… … (ко)[у]н[ахъ] а идеши къ соли а та… …-тъгꙑд[ъ]…,XII_2,novgorod,1150
… ѧк[ъ]ша с[оль]мирцоу · а коуплено ти по цетꙑри коун-,XII_2,novgorod,1150
…‐ стити радослава проче настави [д]еские въправи куне на немо,XIII_2,novgorod,1250
дворъ продаи… на паробке в… покланѧни ѿ…‐ лите детѧ п-…,XIII_2,novgorod,1250
…чьтꙑри на дьс[ѧ]…,XIII_2,novgorod,1250
мипож… Второй фрагмент: …еѧ[т]…,XIII_1,novgorod,1210
ѿ олькшѣ :· къ жѧдѣнꙋ : вере[ш]ь: въдае : оу хотъсла:ва ми бꙑло гривн възѧти : а творѧть и пеставивъше а вꙑправита : коровꙋ : повѣдаю оу него :,XII_2,novgorod,1170
`+ а заплачьно на бьль пло пѧта дьсѧть и двь ногать моѧ ·:· а борись заплатиль сороко гривно и :д҃: гривнь и пло шьсть куонь ·:· а бьль вохои :г҃: тꙑсѧчь и пло трьтиѧ сорочка бь…,XII_2,novgorod,1190
[+ хс҃ъ] : въскрьсъмьртию на съмьрть настоупи сихаилъ англ҃ъ : сихаилъ англъ сихаилъ анл҃ъ : проганѧеть тѧ г҃ь злаѧ болѣзни трѧсавице,XII_2,novgorod,1170
+ уо стоють осталѣно сьмьно поло одинои на дьсѧть дьжь овьса ·:· а бобуо :з҃: мьро ·:· ·:· а горохуо пло пть мьрь ·:· а жита :ф҃: мьро ·:· а лнѧнаго сьмьни :з҃: мьрь ·:· а уо наслава уо поповича два бьрковьска соли а по дьсѧти кно ажь боль возмь а бьма али мьнь возмь а бьма ·:· уо ньжать уо хуодочьвича ·д҃: дьжь овьса на водмоль ·:· и рожи нь тьпьно пло стога стога :е҃: дьжь овса уо наслва бьз Вуо мьруо,XII_2,novgorod,1190
+ а жита восьѧно ѿ с[т]авинь жи[то] … а трьтиѧѧ ѿ о[ль]кшь привьзьна : а :д҃:ѧ ѿ зуоѧ привьна … а вьса :д҃: дьжи ѿ ньжѧть привьзно : а ѿ … дьж…,XII_2,novgorod,1190
…[чи] а -----------[тин]а своѧка а мати ти [зн]а[е]т[ь] и ѧкиме сь а къде ти пакъ покажеть …,XII_2,novgorod,1190
ѿ нежиле къ сьмъке · [се ес]-- [де]ѧ-------(о)[у] · а ѧзъ поѧле девъкоу твою · оли девъка · хрома · а в[е]зи ко [моеи] … Оборот отъ нежиле къ сьмъке,XII_2,novgorod,1170
… а жита ·ӏ҃· дь[ж]… уо стоють пло джь …,XII_2,novgorod,1190
[в]а-[о]·-҃·аз… кнь : ·,XII_2,novgorod,1190
… [д]ьжь и пло т[рь]… дьжь а то во т[р]…,XII_2,novgorod,1190
отъ нѣжька къ боудъкоу : цемоу дьрьжиши коунѣ а ѧ на то[бѣ е]млю [к]оун[ѣ] оу хотоурѣ еси казалъ атъ не въделе : съ гюръкъм[ъ еси] п[ри]сълале а те не въдале ·ӏ҃·: грв҃нъ : лежить въ трет[ь] пар[об]ъкъ еси одь[р]ьнь въдале а нꙑнѣ сѧ вꙑпирае на пѧти грв҃нъ а п[ро]мꙑшлеи то ли твоѧ бологодѣть мнѣ [ц]ьто ми соули Оборот (…)ѧб-----мъ (…)[е]моу(-)[х]отоупо[р]… (…)намоуисемоусво(-)моу (…)[сꙑн-в-]----зальг…,XII_2,novgorod,1170
+ а сь на вомоль на ·к· лко бь сти …,XII_2,novgorod,1190
а уо [ло]------- (бьр)ковьскь уо стараго луобо :е҃: кно возми а лѧх ти зн[ае],XII_2,novgorod,1190
… пѧть на [д](вуо) пуодуо п:е҃: куоно [и г]рн[а] и ·в· вькшь -----ць,XII_2,novgorod,1190
+а сь либскье,XII_2,novgorod,1190
…ѧки… …ил… …им… …си…,XII_2,novgorod,1190
а ѧкуонѧ жита пѧть дьсѧ мьро и :в҃: мьркь,XII_2,novgorod,1190
…[ь :г:] лкти прь…,XII_2,novgorod,1190
…[ѧ]но в(да)ль :ѳ҃: кно и двь :· а во м[оло](…)‐ дищь :в҃: вдали,XII_2,novgorod,1190
`+ а сь на :ѕ҃: пуодово :г҃: рьзнь и сроко,XII_2,novgorod,1190
[+] а [сь н]а [м]хь рьзн[а],XII_2,novgorod,1190
а сь по :в҃: куонь,XII_2,novgorod,1190
…и во :г҃: грив… …опр…,XII_2,novgorod,1170
…[ъ]та и покланѧние [р]ож ти [и]…,XII_2,novgorod,1170
+ ѿ лоукѣ : и ѿ микоулѣ : къ сновидоу не коупила ти есевь ницего же : заволъцескаѧ бела :и҃: гривенъ : а възди на весть : какоу любо во бъръзѣ : ѫже бꙑховь дома : нъ роспоутие : и челоую вꙑ : домъкѣ [·д·ї·]коун[е] вꙑправить вевьриц : и семи гривенъ савь гюровицю присоунить до мене : творитьсѧ вонемъш{ш}и Оборот ѿ л,XII_2,novgorod,1150
[+] отъ оуеца к[ъ] ............................................... .................съ...........................за--уфо............. о.....................[л]ив[е]..............езмѣнъ ати---- наюв.............туив...............[о]ни бра своего понеже-............жив........................рати оу мене буде...........[т]ибꙑ.............на Малые фрагменты (их место в составе грамоты установить не удается): а) …мъи … …али … б) … моем… в) …оми … г) …о[и]… д) …[ж]…,XII_2,novgorod,1150
+ ѿ дъмъка : къ сновидови попътаи оуѥча ѥ ли тоу мои дълъженикъ : али ти ѥстѣ тоу а възѣми на нѣмѣ дъвѣ гривенѣ : али ти ѥго нѣ тоу : а тако зе ми възъдаи,XII_1,novgorod,1110
…авъка грамо… …и братиѧ ми с-…,XII_1,novgorod,1110
…нъ ти отъда[мь] а [жи]… …боуди а словѧто крьни ми …брѣ :в҃: коун[е] а,XII_1,novgorod,1110
о словѧтѣ грамота къ гюрьцеви вꙑведъ отрокъ на микоулоу и на лѣшѧнъ възьми полъ питѣ грв҃нѣ славомире сьде не въда а есте прави а вꙑведете отрокъ на славомиръ,XII_1,novgorod,1110
… (пов)[о]знико цетверете бор‐ (…) …ю и семь мордоко поло рꙋ‐ (блѧ) (…),XIV_1,novgorod,1330
·и¦о¦к¦л¦,XIV_1,novgorod,1330
ѿ онос[а] покл(он)о · ко (да)нил(ѣ с)ꙑнꙋ м(ое)‐ мꙋ при[ш]и м[и] сор--ю по(ло)тене(це) по(р)от(о)ки · [п]овод(о) сестр(ѣ) мое · п-- пришли полотена · а бꙋдꙋ жив(о) заполацюсѧ,XIV_1,novgorod,1330
поклонъ ѿ митъ к луке ӏ ко ѳралю у лодиӏ ·в· беремене кожь ӏ коробиюѧ ӏ кругъ воску ӏ курово беремѧ кожь малое куре даӏ грѣвну ӏ ·г· кунъ -----[о е]му полуторъ грѣ(вни) (…) Оборот у кого грамота у того полуторъ грѣвни,XIII_2,novgorod,1270
…[у]- на розва‐ [ж]и · уличи · вдаи · кожю ѡстафьи · деꙗкону · а ꙗзъ с тобою ⁘ саме сѧ ведаю · кожѧ ми надобе,XIII_2,novgorod,1270
(д)анилово л(оукъшько) [или: л(оукъньце)] (а) петрило ши(ле) л,XI_2,novgorod,1087
на въдъмолѣ :г҃: десѧте гривьнъ и гивьна и :ӏ҃: коунъ полъ осма съта : на съкроудоу полъ шестѣ гривьн[ѣ],XII_2,novgorod,1170
ѿ содила ко радокоу мꙑсла… коуноу :в҃: гривен[е] … :в҃: гривене а оу …,XII_2,novgorod,1170
ѿ перьнѣга къ гълочаноу въземи почьстѣе ѧкъ тъ еси мъловиль съ мно въсади же и семълика кълико въземоу въдамъ ѧзъ,XII_2,novgorod,1170
… (т)[и е]см[ъ р]о[т]е … (грам)[оту] посълалъ а тꙑ мъне не [присъ]л[е]ши кунъ сем[и] гривънъ и зї [резанъ] п[о]им[а]‐ въ у мен[е] м[сч]ън[ое] (в)[ъда]ж[ъ] госпо(ж)и ·,XII_2,novgorod,1170
…--- а попърътишь да боудь ни тобе ни мъне и целю та ·:,XII_2,novgorod,1170
…ть [и] д[о] д[рож]… а нꙑнѣ на недѣлю хо[ч]емъ поити · н…,XII_1,novgorod,1130
…[д--ѧть] : оу пьтра поло пѧта дьсѧть : оу станѧтѣ [п]… …са дьвѧть оу волохва шьсть [д]-сѧтъ оу сонови… …[а] шьсть дьсѧто сигово : оу солого[в]-и дова дьсѧт… …-[рад]---- [д]ьсѧть оу дан[ьш]…,XII_2,novgorod,1190
…[а]---… … [гривна :]оу [:]о·лексе :д҃: коне :и: гривна [:]оу[:] -… коуно ·и· гривна :оу: ѳларѧ :е҃: {коу}коуно … коуно ·и· [г]ривна :оу: теренет(еѧ :) ------- (:-: гри)[в]н[е] :оу с[т]епана :ӏ: коун … [а :]з: … … п[о] -----ила ⁞ михале :о:ретемеѧ : еване василе :о:сипе : вареге [:]онисиме лагине нестере,XIII_2,novgorod,1270
…у [п]ос[а](д)и мѧ гне на лу‐ (чѧ)ниновѣ · мѣстѣ …,XIV_2,novgorod,1390
внуцат[ꙑ] а мнѣ ть и моимъ дѣтьмъ · ·в҃· со[х]у … та псать · и правда взѧть а будет[е] … т------------…,XIV_2,novgorod,1350
[ѧ]щен[ѧ],XIV_2,novgorod,1350
-а-[ск]о… за д гривꙑ ӧс(мь десѧтъ кадьць жита) за трицѧть пѧтьнацѧть кадьць ӧвса за три грвꙑ по[л](ъ трет)[и]ѥ гривънꙑ оу тимошки цьтꙑрь катци ржи за дви гривнꙑ оу дитьи на берези кожю за полъ гривнꙑ полотна десѧть локотъ холоста веретищь за полъ гривнꙑ пѧть ӧвцино мѧтꙑхъ,XIV_2,novgorod,1350
…-и коробь жита …,XIV_1,novgorod,1310
ю - -[н]е- -… поудоу · а тоби · [м]… бье · целомо · ѳо[м]… ороудие · с то… ю,XIV_1,novgorod,1310
д: [р]жа,XIV_1,novgorod,1310
степанова полутори илие поло гривнꙑ тимощи поло гривнꙑ полутори лисею василю сьмницѧ ꙋшку семницѧ вхого д҃: золотнко и дви серебра,XIII_1,novgorod,1210
ѿ г{р}аврили ко канадратоу поиди симо,XIII_2,novgorod,1270
…-ъ сꙑнъ [ви]… [к]а[к]о [и т]ы а нонь ѡсп… … …мѣ подаите …,XIV_2,novgorod,1390
левая колонка: а оу фомки взми полтиноу ӏ · коуни правая колонка: приказъ ѿ ю(рьѧ … к она)‐ ни·ӏ т за т … идоую · ӏ · про[м](ꙑсли) … сака к с … ъ полтин … дахта … прода …,XIV_2,novgorod,1390
поклонъ ѡсподину ѧкову и ивану ѿ сирътъ что ѥси ꙩс[по](д)[и](не пожаловалъ) (л)[они р]убльмо насъ тъто рубль не дошелъ[д]о насъ в[ъ]с[пр]о[с]и ѡсподине …,XIV_2,novgorod,1350
во имѧ ꙩца · и сн҃а · и сгто дха · се азъ рабъ б҃и · афанасъ пишю рукописаниѥ · при своѥмь животѣ · приказꙑваю животъ свои · сн҃у · своѥму · ꙩндрѣю · взѧти ми · оу ꙩафоноса оу дьꙗка оу кузмодемьꙗньско · полъ шести коробьи ржи · оу конища полъ четверти кобьи ржи да ет· ꙩвсѧ · оув онисимка оу шадрина ·ѕ҃· коробе ржи · оу степанка оу комарова коробьꙗ ржи · оу логꙑновꙑхъ дѣт· оу кудринихъ коробьꙗ · ржи · оу коста полъ гривни да ногата : оу зѧтѧ оу ѥрмолѣ полтѣнакоробьꙗ оу дыда шюба бара[н] · оу грѣшкѣ оу комара ·з҃· к[о](робеи ржи) … После разрыва: … полт[ѣ]ну а друга за мною,XIV_2,novgorod,1390
(во имѧ) [ѡ]ц҃а ӏ съ҃на ӏ св҃ѧ[т]о‐ (го дх҃а) …---ѳн,XIV_2,novgorod,1390
поклонъ · ѿ смена и ѿ ѥго дѣтеи · и ѿ моисиѧ · к михию · и к федору · и к несифу · и к нюрню · пошли{ли}те · позовникъ · по вицка · и по иванца по дроздова · и по ꙩнцифорова · ивана,XIV_2,novgorod,1390
…[онъ]камъ …ку[ц]ньжоно,XIV_2,novgorod,1370
… (с)[оц]кли [ӏ] … … у ѡлькси ·з҃ӏ· бьлъ у вилива …ото в лембъви бьла у дмитра … ув ънъдрьѧ,XIV_1,novgorod,1330
уов ортимие уо посака три берековесеке,XIV_1,novgorod,1330
+ ѿ радила къ радонѣгоу дѣлаи цепи дъвои обои ладьнѣ не моутѧ мѣди розвѣсѧ намъ ти пожигати добрѣ нꙑнѣ къ свѧтъкоу двьръдо,XII_2,novgorod,1190
… марка ·з҃· бьлъ …[л]ици ·д҃· бьли …ла · у павшици …или бьла у [р]а-…,XIV_1,novgorod,1330
